Name,Author,Rating,Review
Gylen Castle,Allie Draper,5,"Took the 5 minute ferry over to Kerrera and walked to the Teahouse and then the castle. It is a fairly small ruin up a short steep hill, but worth it as the views are stunning."
Gylen Castle,SARAH BANCROFT,5,Stood the test of time. Free to enter and walk around. Incredible views from the castle ruins. Situated on a beautiful island. A must visit if in Oban.
Conwy Castle,Nicholas Hatton,4,I enjoyed having a look around the castle. It was quite scary going up the biggest towers. There were lovely views on top. There were some plaques which explained a little bit about the history and some historically inspired works of art.
Conwy Castle,Dale Anson,5,"Had a lovely day to close down our holiday in North Wales. On the way home we stopped off in Conwy, which is a beautiful place full of things to do. The castle is amazing, and the walls are lovely to walk across. No problem getting in,, and plenty of space to move around. Worth a visit."
Conwy Castle,Craig Williams,5,"Would 100% recommend a visit. Such a monumental building and great fun to wander around and explore - it's a bit like a rabbit warren. Very well maintained and has stunning views from the top of each of the five or so towers that are accessible to visitors.  It's slightly steep at >£11 for an adult, but I gather that annual membership is quite good value for money. The ruins cannot be cheap to maintain, either."
Conwy Castle,David Imrie,5,Lovely castle with great views even in the rain. Worth battling past the American tour parties and making your way round.  Stunning views over the bay and around the town from the wall walk. Probably not that accessible for people who can't manage spiral stairs.
Conwy Castle,Angela D,5,"Lovely day at the castle. There were lots of areas to explore and many information signs around the castle which explained more about the history, very interesting to read. Amazing views in every direction when you reach the top of the towers. My 10 year old also loved it."
Kilchurn Castle,will mcmurtrie,4,"One of my favourite castles in Scotland in terms of location and scenery. A pity it’s been closed now for a while and Historic Scotland seem in no rush to reopen. Nice walk from car park to castle, flat and relatively good surface could be Ok for wheelchair access and prams if weather is dry. Around castle is just grassy area so if wet would not be readily accessible. Free of charge for car park and to walk around outside of castle. Artwork is my own original painting from a few years ago and is copyrighted to myself obviously."
Kilchurn Castle,Alzbeta Simovicova,5,"Place itself is closed, but you can still walk around and get some great pictures. Nice short walk from the parking lot and they had highland cows roaming around! Absolutely stunning surroundings and I recommend everyone to pay a visit."
Kilchurn Castle,Ruellyn Mirfin,4,Beautiful and scenic. There is vast paved car park and a gravel path to the  castle. I loved walking passed the Highland coos and enjoying the tranquility of the location. You cannot enter the castle due to H&S reasons but nonetheless a lovely spot to enjoy.  There are no toilet facilities.
Kilchurn Castle,István Sitku,4,Ten minutes walk from the carpark. The area is breathtaking. The path is good but waterproof shoes are recommended. The castle itself is in ruined condition and fenced.
Kilchurn Castle,David Ross,5,Although the castle is fenced off its still possible to get up close and walk around the perimeter. Great scenery.
Shannon Heritage,shane hartigan,2,"I was a little disappointed, a site being marketed to tourists and not clean or correctly staffed. Wear and tear is one thing, dirt and refuse is not. Macs Bar, staff unusually curt and uninterested. And please address the tattered Irish flag atop the castle, this is not acceptable. Honestly disappointed although my guests were oblivious to this, I was not."
Shannon Heritage,Nicholas Kianka,5,"Went to a show at the castle. Very entertaining, and excellent food! These folks clearly love what they do, definitely worth a visit!"
Shannon Heritage,Tara Kiernan,5,Brilliant the scenery and views are amazing great family day out with lots to see and do we came across a car show and it was just amazing there was music going on in the street  everyone was in good spirits the sun was shing we deffently came on a good day the river shannon is the highlight of the place its amazing I will be back for a overnight stay as there is so much more to explore
Shannon Heritage,Audrey,1,"Brought my 3 children to winter lights. What a disappointment the Santa they had didn’t even resemble santa the kids observations. He didn’t even come down off the draw bridge to see them, he was 15 minutes late on a particularly cold night. Mrs Claus again didn’t resemble her again observed by the kids. She herself was a lovely lady. Also a lot of people complained about the wet foam which was meant to resemble snow I’m sure theirs is dry versions of this which would work so much better as kids were soaking wet. All in all I would not recommend this experience at all. Very disappointing to be honest"
